Date,Location,Administered_Cumulative,Administered_Dose1_Pop_Pct,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Series_Complete_Pop_Pct,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average,Additional_Doses_Vax_Pct,Second_Booster_50Plus_Daily,Second_Booster_50Plus_Cumulative,Second_Booster_50Plus_7_Day_Rolling_Average,Second_Booster_50Plus_Vax_Pct,Bivalent_Booster_Daily,Bivalent_Booster_Cumulative,Bivalent_Booster_7_Day_Rolling_Average,Bivalent_Booster_Pop_Pct
12/10/21,US,480567772,71.7,0,2031377,562195,201279582,438277,60.6,1849082,51749171,1101982,25.7,0,0,0,0,0,0,0,0
12/9/21,US,477433765,71.5,0,1855455,316854,200717387,411237,60.5,1003743,49900089,989552,24.9,0,0,0,0,0,0,0,0
12/8/21,US,475728399,71.4,0,1923508,713094,200400533,433916,60.4,1029726,48896346,994705,24.4,0,0,0,0,0,0,0,0
12/7/21,US,473243228,71.2,0,1781389,374417,199687439,375493,60.1,826861,47866620,962936,24,0,0,0,0,0,0,0,0
12/6/21,US,471700443,71.1,0,1780807,350502,199313022,358118,60,739890,47039759,970267,23.6,0,0,0,0,0,0,0,0
12/5/21,US,470297846,71,0,2264301,370353,198962520,399109,59.9,1011052,46299869,1257266,23.3,0,0,0,0,0,0,0,0
12/4/21,US,468516782,70.9,0,2009864,380526,198592167,346201,59.8,1253524,45288817,1112830,22.8,0,0,0,0,0,0,0,0
12/3/21,US,466348132,70.7,0,1700056,372913,198211641,291840,59.7,1062071,44035293,933755,22.2,0,0,0,0,0,0,0,0
12/2/21,US,464445580,70.6,0,1428263,475612,197838728,238567,59.6,1039812,42973222,782031,21.7,0,0,0,0,0,0,0,0
12/1/21,US,462263845,70.4,0,1116587,304128,197363116,170622,59.4,807346,41933410,633486,21.2,0,0,0,0,0,0,0,0
11/30/21,US,460773508,70.2,0,1152647,252794,197058988,154999,59.4,878174,41126064,640851,20.9,0,0,0,0,0,0,0,0
11/29/21,US,459234791,70.1,0,939546,637438,196806194,58178,59.3,2748886,40247890,598488,20.5,0,0,0,0,0,0,0,0
11/28/21,US,454447737,69.7,0,427700,0,196168756,-16526,59.1,0,37499004,300747,19.1,0,0,0,0,0,0,0,0
11/27/21,US,454447737,69.7,0,641736,0,196168756,5751,59.1,0,37499004,427934,19.1,0,0,0,0,0,0,0,0
11/26/21,US,454447737,69.7,0,898833,0,196168756,35455,59.1,0,37499004,577738,19.1,0,0,0,0,0,0,0,0
11/25/21,US,454447737,69.7,0,1171056,0,196168756,65092,59.1,0,37499004,718446,19.1,0,0,0,0,0,0,0,0
11/24/21,US,454447737,69.7,0,1379793,194764,196168756,79484,59.1,858902,37499004,862047,19.1,0,0,0,0,0,0,0,0
11/23/21,US,452704982,69.5,0,1332969,-424956,195973992,76900,59,581630,36640102,847303,18.7,0,0,0,0,0,0,0,0
11/22/21,US,452657967,69.5,0,1521815,114506,196398948,160434,59.2,664702,36058472,855861,18.4,0,0,0,0,0,0,0,0
11/21/21,US,451453834,69.4,0,1556317,155946,196284442,166281,59.1,890308,35393770,864972,18,0,0,0,0,0,0,0,0
11/20/21,US,449955588,69.2,0,1560161,207930,196128496,168198,59.1,1048630,34503462,847405,17.6,0,0,0,0,0,0,0,0
11/19/21,US,448155906,69.1,0,1543415,207459,195920566,167532,59,984951,33454832,827759,17.1,0,0,0,0,0,0,0,0
11/18/21,US,446250342,68.8,0,1464406,100742,195713107,162565,58.9,1005212,32469881,794415,16.6,0,0,0,0,0,0,0,0
11/17/21,US,444789186,68.7,0,1471757,176677,195612365,175634,58.9,755690,31464669,768217,16.1,0,0,0,0,0,0,0,0
11/16/21,US,443374199,68.6,0,1459687,159784,195435688,181011,58.9,641535,30708979,762919,15.7,0,0,0,0,0,0,0,0
11/15/21,US,442005260,68.4,0,1413343,155434,195275904,182113,58.8,728478,30067444,753192,15.4,0,0,0,0,0,0,0,0
11/14/21,US,440559613,68.3,0,1375998,169364,195120470,183983,58.8,767341,29338966,750694,15,0,0,0,0,0,0,0,0
11/13/21,US,439034461,68.1,0,1370279,203267,194951106,189025,58.7,911110,28571625,770918,14.7,0,0,0,0,0,0,0,0
11/12/21,US,437352000,68,0,1335066,172693,194747839,188853,58.7,751542,27660515,769879,14.2,0,0,0,0,0,0,0,0
11/11/21,US,435999497,67.8,0,1324486,192225,194575146,192476,58.6,821826,26908973,775064,13.8,0,0,0,0,0,0,0,0
11/10/21,US,434486889,67.7,0,1316294,214310,194382921,207347,58.5,718602,26087147,782597,13.4,0,0,0,0,0,0,0,0
11/9/21,US,433156393,67.5,0,1316228,167503,194168611,206029,58.5,573448,25368545,797803,13.1,0,0,0,0,0,0,0,0
11/8/21,US,432111860,67.5,0,1300925,168524,194001108,202025,58.4,710990,24795097,802337,12.8,0,0,0,0,0,0,0,0
11/7/21,US,430927624,67.4,0,1265361,204655,193832584,197012,58.4,908913,24084107,782371,12.4,0,0,0,0,0,0,0,0
11/6/21,US,429442508,67.2,0,1254975,202067,193627929,197571,58.3,903837,23175194,778880,12,0,0,0,0,0,0,0,0
11/5/21,US,428006540,67.1,0,1283684,198049,193425862,203999,58.3,787838,22271357,798441,11.5,0,0,0,0,0,0,0,0
11/4/21,US,426728092,67,0,1276079,296327,193227813,283625,58.2,874554,21483519,866597,11.1,0,0,0,0,0,0,0,0
11/3/21,US,425272828,66.9,0,1302629,205080,192931486,277248,58.1,825044,20608965,882742,10.7,0,0,0,0,0,0,0,0
11/2/21,US,423942794,66.9,0,1275824,139479,192726406,276186,58.1,605183,19783921,861446,10.3,0,0,0,0,0,0,0,0
11/1/21,US,423005384,66.8,0,1243313,133427,192586927,269591,58,571233,19178738,845145,10,0,0,0,0,0,0,0,0
10/31/21,US,422070099,66.7,0,1203517,208573,192453500,267828,58,884472,18607505,817039,9.7,0,0,0,0,0,0,0,0
10/30/21,US,420657683,66.6,0,1114502,247058,192244927,263237,57.9,1040764,17723033,750116,9.2,0,0,0,0,0,0,0,0
10/29/21,US,419020753,66.5,0,1008247,755437,191997869,259759,57.8,1264929,16682269,663595,8.7,0,0,0,0,0,0,0,0
10/28/21,US,417795537,66.7,0,969270,251682,191242432,188283,57.6,987569,15417340,544286,8.1,0,0,0,0,0,0,0,0
10/27/21,US,416154424,66.5,0,852098,197650,190990750,183005,57.5,675978,14429771,454729,7.6,0,0,0,0,0,0,0,0
10/26/21,US,415012026,66.5,0,796148,93310,190793100,186472,57.5,491075,13753793,403889,7.2,0,0,0,0,0,0,0,0
10/25/21,US,414302192,66.4,0,786321,121086,190699790,201033,57.4,374492,13262718,368791,7,0,0,0,0,0,0,0,0
10/24/21,US,413645478,66.4,0,768503,176442,190578704,205317,57.4,416007,12888226,346705,6.8,0,0,0,0,0,0,0,0
10/23/21,US,412856169,66.3,0,772744,222709,190402262,214254,57.4,435118,12472219,336770,6.6,0,0,0,0,0,0,0,0
10/22/21,US,411963025,66.2,0,770307,255106,190179553,217765,57.3,429767,12037101,330567,6.3,0,0,0,0,0,0,0,0
10/21/21,US,411010650,66.2,0,795156,214737,189924447,234671,57.2,360666,11607334,326880,6.1,0,0,0,0,0,0,0,0
10/20/21,US,410189737,66.1,0,831213,221917,189709710,253164,57.1,320104,11246668,334684,5.9,0,0,0,0,0,0,0,0
10/19/21,US,409438987,66,0,837452,195234,189487793,253280,57.1,245389,10926564,339748,5.8,0,0,0,0,0,0,0,0
10/18/21,US,408797942,66,0,817729,151078,189292559,247242,57,219889,10681175,333953,5.6,0,0,0,0,0,0,0,0
10/17/21,US,408265959,65.9,0,811216,238998,189141481,245327,57,346462,10461286,332080,5.5,0,0,0,0,0,0,0,0
10/16/21,US,407446961,65.8,0,803960,247287,188902483,241001,56.9,391693,10114824,332651,5.4,0,0,0,0,0,0,0,0
10/15/21,US,406570875,65.8,0,843065,373449,188655196,248182,56.8,403959,9723131,348382,5.2,0,0,0,0,0,0,0,0
10/14/21,US,405444558,65.6,0,841731,344188,188281747,237651,56.7,415298,9319172,364942,4.9,0,0,0,0,0,0,0,0
10/13/21,US,404371247,65.6,0,813690,222730,187937559,221686,56.6,355548,8903874,361695,4.7,0,0,0,0,0,0,0,0
10/12/21,US,403576826,65.5,0,836967,152964,187714829,236383,56.5,204826,8548326,362839,4.6,0,0,0,0,0,0,0,0
10/11/21,US,403073841,65.4,0,879182,137679,187561865,253395,56.5,206778,8343500,375960,4.4,0,0,0,0,0,0,0,0
10/10/21,US,402587449,65.4,0,950375,208715,187424186,275943,56.5,350459,8136722,407052,4.3,0,0,0,0,0,0,0,0
10/9/21,US,401819240,65.3,0,1018422,297550,187215471,295967,56.4,501808,7786263,434787,4.2,0,0,0,0,0,0,0,0
10/8/21,US,400669422,65.2,0,987508,299737,186917921,295072,56.3,519881,7284455,417237,3.9,0,0,0,0,0,0,0,0
10/7/21,US,399552444,65.1,0,948921,232433,186618184,288104,56.2,392567,6764574,390444,3.6,0,0,0,0,0,0,0,0
10/6/21,US,398675414,65.1,0,954679,325605,186385751,292926,56.1,363558,6372007,384962,3.4,0,0,0,0,0,0,0,0
10/5/21,US,397718055,65,0,937926,272048,186060146,284903,56,296675,6008449,372658,3.2,0,0,0,0,0,0,0,0
10/4/21,US,396919564,64.9,0,893520,295519,185788098,271313,56,424417,5711774,419463,3.1,0,0,0,0,0,0,0,0
10/3/21,US,395934825,64.8,0,831500,348881,185492579,260244,55.9,544607,5287357,375819,2.9,0,0,0,0,0,0,0,0
10/2/21,US,394690283,64.7,0,759656,291282,185143698,255767,55.8,378959,4742750,316442,2.6,0,0,0,0,0,0,0,0
10/1/21,US,393756866,64.6,0,741394,250966,184852416,270531,55.7,332327,4363791,274383,2.4,0,0,0,0,0,0,0,0
9/30/21,US,392909995,64.6,0,726899,266187,184601450,287730,55.6,354196,4031464,237232,2.2,0,0,0,0,0,0,0,0
9/29/21,US,391992662,64.5,0,642707,269439,184335263,278203,55.5,277431,3677268,196167,0,0,0,0,0,0,0,0,0
9/28/21,US,391152574,64.4,0,624537,176917,184065824,293354,55.5,624309,3399837,165371,0,0,0,0,0,0,0,0,0
9/27/21,US,390664923,64.4,0,632435,218037,183888907,308690,55.4,118905,2775528,81441,0,0,0,0,0,0,0,0,0
9/26/21,US,390114328,64.3,0,646902,317544,183670870,326842,55.3,128967,2656623,71412,0,0,0,0,0,0,0,0,0
9/25/21,US,389372689,64.2,0,637343,394630,183353326,331186,55.2,84550,2527656,60069,0,0,0,0,0,0,0,0,0
9/24/21,US,388567109,64.1,0,653176,371362,182958696,340932,55.1,72267,2443106,57018,0,0,0,0,0,0,0,0,0
9/23/21,US,387821704,64,0,683329,199494,182587334,357313,55,66741,2370839,55498,0,0,0,0,0,0,0,0,0
9/22/21,US,387493716,64,0,742703,375497,182387840,384650,54.9,61861,2304098,54693,0,0,0,0,0,0,0,0,0
9/21/21,US,386780816,63.9,0,761079,284271,182012343,388908,54.8,36799,2242237,54622,0,0,0,0,0,0,0,0,0
9/20/21,US,386237881,63.9,0,772308,345096,181728072,392160,54.7,48702,2205438,54734,0,0,0,0,0,0,0,0,0
9/19/21,US,385586012,63.8,0,763444,347954,181382976,384300,54.6,49569,2156736,53517,0,0,0,0,0,0,0,0,0
9/18/21,US,384911290,63.7,0,777010,462851,181035022,386661,54.5,63191,2107167,56076,0,0,0,0,0,0,0,0,0
9/17/21,US,383994877,63.6,0,775023,486028,180572171,381816,54.4,61625,2043976,57511,0,0,0,0,0,0,0,0,0
9/16/21,US,383038403,63.5,0,773763,390856,180086143,379014,54.2,61108,1982351,59906,0,0,0,0,0,0,0,0,0
9/15/21,US,382294795,63.4,0,762809,405304,179695287,370090,54.1,61365,1921243,58408,0,0,0,0,0,0,0,0,0
9/14/21,US,381453265,63.2,0,779698,307033,179289983,375783,54,37580,1859878,60038,0,0,0,0,0,0,0,0,0
9/13/21,US,380831725,63.2,0,762689,290075,178982950,365396,53.9,40182,1822298,57396,0,0,0,0,0,0,0,0,0
9/12/21,US,380241903,63.1,0,736221,364486,178692875,350714,53.8,67484,1782116,55903,0,0,0,0,0,0,0,0,0
9/11/21,US,379472220,63,0,711899,428931,178328389,337160,53.7,73239,1714632,54324,0,0,0,0,0,0,0,0,0
9/10/21,US,378569717,62.9,0,721844,466414,177899458,337347,53.6,78387,1641393,56627,0,0,0,0,0,0,0,0,0
9/9/21,US,377622065,62.7,0,786493,328392,177433044,351301,53.4,50623,1563006,59173,0,0,0,0,0,0,0,0,0
9/8/21,US,376955132,62.7,0,810715,445156,177104652,357805,53.3,72773,1512383,62090,0,0,0,0,0,0,0,0,0
9/7/21,US,375995378,62.5,0,826193,234324,176659496,362566,53.2,19084,1439610,63413,0,0,0,0,0,0,0,0,0
9/6/21,US,375492903,62.5,0,847999,187298,176425172,370424,53.1,29734,1420526,66549,0,0,0,0,0,0,0,0,0
9/5/21,US,375088354,62.4,0,889231,269608,176237874,388237,53.1,56433,1390792,69904,0,0,0,0,0,0,0,0,0
9/4/21,US,374488924,62.3,0,939579,430241,175968266,409567,53,89356,1334359,73537,0,0,0,0,0,0,0,0,0
9/3/21,US,373516809,62.2,0,954046,564088,175538025,413010,52.9,96211,1245003,73253,0,0,0,0,0,0,0,0,0
9/2/21,US,372116617,62,0,906992,373920,174973937,400418,52.7,71041,1148792,72275,0,0,0,0,0,0,0,0,0
9/1/21,US,371280129,61.9,0,919633,478488,174600017,403806,52.6,82036,1077751,71714,0,0,0,0,0,0,0,0,0
8/31/21,US,370212027,61.8,0,899462,289327,174121529,393410,52.4,41032,995715,69044,0,0,0,0,0,0,0,0,0
8/30/21,US,369556911,61.7,0,898446,311991,173832202,391892,52.4,53221,954683,69211,0,0,0,0,0,0,0,0,0
8/29/21,US,368863734,61.6,0,886566,418919,173520211,385512,52.3,81864,901462,128780,0,0,0,0,0,0,0,0,0
8/28/21,US,367911870,61.4,0,889615,454340,173101292,384929,52.1,87369,819598,117085,0,0,0,0,0,0,0,0,0
8/27/21,US,366838484,61.3,0,886314,475943,172646952,378281,52,89368,732229,104604,0,0,0,0,0,0,0,0,0
8/26/21,US,365767674,61.1,0,877756,397639,172171009,368305,51.9,67112,642861,91837,0,0,0,0,0,0,0,0,0
8/25/21,US,364842701,61,0,891838,405713,171773370,369586,51.7,63348,575749,82249,0,0,0,0,0,0,0,0,0
8/24/21,US,363915792,60.9,0,860114,278703,171367657,352864,51.6,42195,512401,73200,0,0,0,0,0,0,0,0,0
8/23/21,US,363267789,60.8,0,853676,267333,171088954,342799,51.5,470206,470206,67172,0,0,0,0,0,0,0,0,0
8/22/21,US,362657771,60.7,0,889158,414836,170821621,351366,51.5,0,0,0,0,0,0,0,0,0,0,0,0
8/21/21,US,361684564,60.5,0,845106,407802,170406785,330837,51.3,0,0,0,0,0,0,0,0,0,0,0,0
8/20/21,US,360634287,60.4,0,836620,406110,169998983,328544,51.2,0,0,0,0,0,0,0,0,0,0,0,0
8/19/21,US,359623380,60.2,0,823355,406605,169592873,319734,51.1,0,0,0,0,0,0,0,0,0,0,0,0
8/18/21,US,358599835,60,0,770613,288664,169186268,297251,51,0,0,0,0,0,0,0,0,0,0,0,0
8/17/21,US,357894995,59.9,0,763436,208247,168897604,290813,50.9,0,0,0,0,0,0,0,0,0,0,0,0
8/16/21,US,357292057,59.8,0,765555,327299,168689357,290711,50.8,0,0,0,0,0,0,0,0,0,0,0,0
8/15/21,US,356433665,59.7,0,718962,271133,168362058,269225,50.7,0,0,0,0,0,0,0,0,0,0,0,0
8/14/21,US,355768825,59.5,0,734520,391755,168090925,269678,50.6,0,0,0,0,0,0,0,0,0,0,0,0
8/13/21,US,354777950,59.4,0,712924,344441,167699170,254416,50.5,0,0,0,0,0,0,0,0,0,0,0,0
8/12/21,US,353859894,59.2,0,699068,249222,167354729,245309,50.4,0,0,0,0,0,0,0,0,0,0,0,0
8/11/21,US,353205544,59.1,0,729009,243595,167105507,252931,50.3,0,0,0,0,0,0,0,0,0,0,0,0
8/10/21,US,352550944,58.9,0,739114,207538,166861912,254356,50.3,0,0,0,0,0,0,0,0,0,0,0,0
8/9/21,US,351933175,58.8,0,715547,176893,166654374,247815,50.2,0,0,0,0,0,0,0,0,0,0,0,0
8/8/21,US,351400930,58.7,0,706323,274305,166477481,245722,50.1,0,0,0,0,0,0,0,0,0,0,0,0
8/7/21,US,350627188,58.5,0,712389,284920,166203176,250887,50.1,0,0,0,0,0,0,0,0,0,0,0,0
8/6/21,US,349787479,58.4,0,694138,280690,165918256,247739,50,0,0,0,0,0,0,0,0,0,0,0,0
8/5/21,US,348966419,58.2,0,699261,302579,165637566,252664,49.9,0,0,0,0,0,0,0,0,0,0,0,0
8/4/21,US,348102478,58,0,677279,253571,165334987,249563,49.8,0,0,0,0,0,0,0,0,0,0,0,0
8/3/21,US,347377149,57.9,0,681373,161750,165081416,252706,49.7,0,0,0,0,0,0,0,0,0,0,0,0
8/2/21,US,346924345,57.8,0,673185,162243,164919666,249471,49.7,0,0,0,0,0,0,0,0,0,0,0,0
8/1/21,US,346456669,57.7,0,662529,310459,164757423,247385,49.6,0,0,0,0,0,0,0,0,0,0,0,0
7/31/21,US,345640466,57.5,0,657213,262884,164446964,245878,49.5,0,0,0,0,0,0,0,0,0,0,0,0
7/30/21,US,344928514,57.4,0,652085,315164,164184080,249829,49.5,0,0,0,0,0,0,0,0,0,0,0,0
7/29/21,US,344071595,57.2,0,615404,280874,163868916,242107,49.4,0,0,0,0,0,0,0,0,0,0,0,0
7/28/21,US,343361524,57.1,0,608380,275568,163588042,241856,49.3,0,0,0,0,0,0,0,0,0,0,0,0
7/27/21,US,342607540,56.9,0,588024,139108,163312474,240114,49.2,0,0,0,0,0,0,0,0,0,0,0,0
7/26/21,US,342212051,56.8,0,566374,147640,163173366,242807,49.1,0,0,0,0,0,0,0,0,0,0,0,0
7/25/21,US,341818968,56.8,0,582659,299914,163025726,256177,49.1,0,0,0,0,0,0,0,0,0,0,0,0
7/24/21,US,341039972,56.6,0,542932,290536,162725812,247396,49,0,0,0,0,0,0,0,0,0,0,0,0
7/23/21,US,340363922,56.5,0,537109,261111,162435276,249842,48.9,0,0,0,0,0,0,0,0,0,0,0,0
7/22/21,US,339763765,56.4,0,529830,279120,162174165,252232,48.8,0,0,0,0,0,0,0,0,0,0,0,0
7/21/21,US,339102867,56.3,0,516441,263369,161895045,252647,48.8,0,0,0,0,0,0,0,0,0,0,0,0
7/20/21,US,338491374,56.2,0,507020,157961,161631676,279501,48.7,0,0,0,0,0,0,0,0,0,0,0,0
7/19/21,US,338247434,56.1,0,520952,241232,161473715,282070,48.6,0,0,0,0,0,0,0,0,0,0,0,0
7/18/21,US,337740358,56,0,512673,238448,161232483,280849,48.6,0,0,0,0,0,0,0,0,0,0,0,0
7/17/21,US,337239448,56,0,524863,307657,160994035,291374,48.5,0,0,0,0,0,0,0,0,0,0,0,0
7/16/21,US,336604158,55.9,0,519678,277840,160686378,293849,48.4,0,0,0,0,0,0,0,0,0,0,0,0
7/15/21,US,336054953,55.8,0,529879,282022,160408538,302996,48.3,0,0,0,0,0,0,0,0,0,0,0,0
7/14/21,US,335487779,55.7,0,548045,451353,160126516,316906,48.2,0,0,0,0,0,0,0,0,0,0,0,0
7/13/21,US,334942236,55.6,0,532556,175939,159675163,291296,48.1,0,0,0,0,0,0,0,0,0,0,0,0
7/12/21,US,334600770,55.5,0,515119,232688,159499224,282143,48,0,0,0,0,0,0,0,0,0,0,0,0
7/11/21,US,334151648,55.5,0,506771,312119,159266536,277542,48,0,0,0,0,0,0,0,0,0,0,0,0
7/10/21,US,333565404,55.4,0,513550,324986,158954417,281695,47.9,0,0,0,0,0,0,0,0,0,0,0,0
7/9/21,US,332966409,55.3,0,593848,341865,158629431,339076,47.8,0,0,0,0,0,0,0,0,0,0,0,0
7/8/21,US,332345797,55.2,0,599070,379395,158287566,343280,47.7,0,0,0,0,0,0,0,0,0,0,0,0
7/7/21,US,331651464,55.1,0,732848,272083,157908171,431926,47.6,0,0,0,0,0,0,0,0,0,0,0,0
7/6/21,US,331214347,55,0,865929,111865,157636088,490917,47.5,0,0,0,0,0,0,0,0,0,0,0,0
7/5/21,US,330994939,55,0,940081,200485,157524223,535443,47.4,0,0,0,0,0,0,0,0,0,0,0,0
7/4/21,US,330604253,54.9,0,1039561,341189,157323738,613581,47.4,0,0,0,0,0,0,0,0,0,0,0,0
7/3/21,US,329970551,54.9,0,1121064,726653,156982549,685472,47.3,0,0,0,0,0,0,0,0,0,0,0,0
7/2/21,US,328809470,54.7,0,1087156,371295,156255896,662906,47.1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/21,US,328152304,54.6,0,1066443,999915,155884601,661795,47,0,0,0,0,0,0,0,0,0,0,0,0
6/30/21,US,326521526,54.4,0,949925,685022,154884686,585340,46.7,0,0,0,0,0,0,0,0,0,0,0,0
6/29/21,US,325152847,54.2,0,847000,423546,154199664,539284,46.4,0,0,0,0,0,0,0,0,0,0,0,0
6/28/21,US,324414371,54.1,0,833990,747453,153776118,532873,46.3,0,0,0,0,0,0,0,0,0,0,0,0
6/27/21,US,323327328,54,0,765846,844422,153028665,480145,46.1,0,0,0,0,0,0,0,0,0,0,0,0
6/26/21,US,322123103,53.9,0,715044,568689,152184243,437011,45.8,0,0,0,0,0,0,0,0,0,0,0,0
6/25/21,US,321199379,53.8,0,735800,363520,151615554,450935,45.7,0,0,0,0,0,0,0,0,0,0,0,0
6/24/21,US,320687205,53.7,0,816831,464731,151252034,499064,45.6,0,0,0,0,0,0,0,0,0,0,0,0
6/23/21,US,319872053,53.6,0,993840,362628,150787303,618739,45.4,0,0,0,0,0,0,0,0,0,0,0,0
6/22/21,US,319223844,53.5,0,1048167,378669,150424675,665186,45.3,0,0,0,0,0,0,0,0,0,0,0,0
6/21/21,US,318576441,53.4,0,1132945,378360,150046006,732381,45.2,0,0,0,0,0,0,0,0,0,0,0,0
6/20/21,US,317966408,53.3,0,1234838,542482,149667646,820917,45.1,0,0,0,0,0,0,0,0,0,0,0,0
6/19/21,US,317117797,53.2,0,1286438,666161,149125164,858012,44.9,0,0,0,0,0,0,0,0,0,0,0,0
6/18/21,US,316048776,53.1,0,1362712,700418,148459003,909067,44.7,0,0,0,0,0,0,0,0,0,0,0,0
6/17/21,US,314969386,53,0,1325967,1302461,147758585,882190,44.5,0,0,0,0,0,0,0,0,0,0,0,0
6/16/21,US,312915170,52.7,0,1165956,687757,146456124,782287,44.1,0,0,0,0,0,0,0,0,0,0,0,0
6/15/21,US,311886674,52.6,0,1137572,849028,145768367,760915,43.9,0,0,0,0,0,0,0,0,0,0,0,0
6/14/21,US,310645827,52.5,0,1113416,998117,144919339,738668,43.7,0,0,0,0,0,0,0,0,0,0,0,0
6/13/21,US,309322545,52.4,0,1097710,802145,143921222,707414,43.4,0,0,0,0,0,0,0,0,0,0,0,0
6/12/21,US,308112728,52.2,0,1120571,1023547,143119077,715196,43.1,0,0,0,0,0,0,0,0,0,0,0,0
6/11/21,US,306509795,52,0,1055610,512278,142095530,662880,42.8,0,0,0,0,0,0,0,0,0,0,0,0
6/10/21,US,305687618,51.9,0,1138099,603142,141583252,705519,42.6,0,0,0,0,0,0,0,0,0,0,0,0
6/9/21,US,304753476,51.8,0,1120083,538153,140980110,689265,42.5,0,0,0,0,0,0,0,0,0,0,0,0
6/8/21,US,303923667,51.7,0,1074204,693296,140441957,653504,42.3,0,0,0,0,0,0,0,0,0,0,0,0
6/7/21,US,302851917,51.6,0,994370,779338,139748661,593561,42.1,0,0,0,0,0,0,0,0,0,0,0,0
6/6/21,US,301638578,51.5,0,958533,856621,138969323,554572,41.9,0,0,0,0,0,0,0,0,0,0,0,0
6/5/21,US,300268730,51.3,0,937669,657335,138112702,527707,41.6,0,0,0,0,0,0,0,0,0,0,0,0
6/4/21,US,299120522,51.1,0,1002963,810749,137455367,560403,41.4,0,0,0,0,0,0,0,0,0,0,0,0
6/3/21,US,297720928,50.9,0,999474,489368,136644618,553532,41.2,0,0,0,0,0,0,0,0,0,0,0,0
6/2/21,US,296912892,50.8,0,1100084,287825,136155250,615023,41,0,0,0,0,0,0,0,0,0,0,0,0
6/1/21,US,296404240,50.8,0,1230767,273692,135867425,684116,40.9,0,0,0,0,0,0,0,0,0,0,0,0
5/31/21,US,295891325,50.7,0,1285775,506414,135593733,711133,40.8,0,0,0,0,0,0,0,0,0,0,0,0
5/30/21,US,294928850,50.5,0,1315466,668571,135087319,724734,40.7,0,0,0,0,0,0,0,0,0,0,0,0
5/29/21,US,293705050,50.3,0,1394832,886204,134418748,773183,40.5,0,0,0,0,0,0,0,0,0,0,0,0
5/28/21,US,292099778,50.1,0,1500632,762650,133532544,822042,40.2,0,0,0,0,0,0,0,0,0,0,0,0
5/27/21,US,290724607,49.9,0,1618194,919805,132769894,880675,40,0,0,0,0,0,0,0,0,0,0,0,0
5/26/21,US,289212304,49.7,0,1703162,771481,131850089,913809,39.7,0,0,0,0,0,0,0,0,0,0,0,0
5/25/21,US,287788872,49.5,0,1750524,462811,131078608,946130,39.5,0,0,0,0,0,0,0,0,0,0,0,0
5/24/21,US,286890900,49.4,0,1782714,601622,130615797,969653,39.3,0,0,0,0,0,0,0,0,0,0,0,0
5/23/21,US,285720586,49.2,0,1827882,1007712,130014175,1002064,39.2,0,0,0,0,0,0,0,0,0,0,0,0
5/22/21,US,283941223,48.9,0,1872697,1228213,129006463,1034027,38.9,0,0,0,0,0,0,0,0,0,0,0,0
5/21/21,US,281595351,48.6,0,1879526,1173084,127778250,1074230,38.5,0,0,0,0,0,0,0,0,0,0,0,0
5/20/21,US,279397250,48.2,0,1828681,1151743,126605166,1088265,38.1,0,0,0,0,0,0,0,0,0,0,0,0
5/19/21,US,277290173,47.9,0,1801333,997730,125453423,1115140,37.8,0,0,0,0,0,0,0,0,0,0,0,0
5/18/21,US,275535207,47.7,0,1771807,627469,124455693,1125619,37.5,0,0,0,0,0,0,0,0,0,0,0,0
5/17/21,US,274411901,47.5,0,1830360,828503,123828224,1185349,37.3,0,0,0,0,0,0,0,0,0,0,0,0
5/16/21,US,272925411,47.3,0,1886917,1231453,122999721,1248782,37,0,0,0,0,0,0,0,0,0,0,0,0
5/15/21,US,270832342,47.1,0,1926448,1509631,121768268,1305928,36.7,0,0,0,0,0,0,0,0,0,0,0,0
5/14/21,US,268438666,46.8,0,1951333,1271329,120258637,1340531,36.2,0,0,0,0,0,0,0,0,0,0,0,0
5/13/21,US,266596486,46.6,0,2088962,1339869,118987308,1437240,35.8,0,0,0,0,0,0,0,0,0,0,0,0
5/12/21,US,264680844,46.4,0,2159146,1071080,117647439,1471558,35.4,0,0,0,0,0,0,0,0,0,0,0,0
5/11/21,US,263132561,46.2,0,2194787,1045579,116576359,1486824,35.1,0,0,0,0,0,0,0,0,0,0,0,0
5/10/21,US,261599381,46,0,2117025,1272536,115530780,1429608,34.8,0,0,0,0,0,0,0,0,0,0,0,0
5/9/21,US,259716989,45.8,0,2017931,1631473,114258244,1354798,34.4,0,0,0,0,0,0,0,0,0,0,0,0
5/8/21,US,257347205,45.6,0,1983391,1751851,112626771,1314888,33.9,0,0,0,0,0,0,0,0,0,0,0,0
5/7/21,US,254779333,45.3,0,2088522,1948293,110874920,1352514,33.4,0,0,0,0,0,0,0,0,0,0,0,0
5/6/21,US,251973752,45,0,2087608,1580094,108926627,1322526,32.8,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,US,249566820,44.7,0,2132487,1177945,107346533,1328873,32.3,0,0,0,0,0,0,0,0,0,0,0,0
5/4/21,US,247769049,44.5,0,2194483,645068,106168588,1345876,32,0,0,0,0,0,0,0,0,0,0,0,0
